transaction_date,disclosure_date,ticker,asset_description,type,amount,senator,party,state,industry,sector
05/07/2015,06/03/2015,NFLX,"Netflix, Inc. (NASDAQ)",purchase,"$15,001 - $50,000",Sheldon Whitehouse,Democrat,RI,Consumer Electronics/Video Chains,Consumer Services
05/07/2015,06/03/2015,BIIB,Biogen Inc. (NASDAQ),purchase,"$15,001 - $50,000",Sheldon Whitehouse,Democrat,RI,Biotechnology: Biological Products (No Diagnostic Substances),Health Care
05/14/2015,06/01/2015,AAPL,Apple Inc. (NASDAQ),purchase,"$1,001 - $15,000",Thomas R. Carper,Democrat,DE,Computer Manufacturing,Technology
06/01/2015,06/01/2015,N/A,This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.,,Unknown,James M. Inhofe,,,,
05/21/2015,05/28/2015,ALTR,Altera Corp. (NASDAQ),sale_partial,"$15,001 - $50,000",James M. Inhofe,Republican,OK,Computer Software: Prepackaged Software,Technology
04/29/2015,05/28/2015,PG,The Procter &amp; Gamble Company (NYSE),purchase,"$15,001 - $50,000",James M. Inhofe,Republican,OK,Package Goods/Cosmetics,Basic Industries
04/29/2015,05/28/2015,AMZN,Amazon.com Inc. (NASDAQ),sale_partial,"$15,001 - $50,000",James M. Inhofe,Republican,OK,Catalog/Specialty Distribution,Consumer Services
04/21/2015,05/28/2015,EMR,Emerson Electric Co. (NYSE),purchase,"$50,001 - $100,000",James M. Inhofe,Republican,OK,Consumer Electronics/Appliances,Energy
04/21/2015,05/28/2015,WFC,Wells Fargo &amp; Company (NYSE),sale_partial,"$15,001 - $50,000",James M. Inhofe,Republican,OK,Major Banks,Finance
04/14/2015,05/28/2015,ETN,Eaton Corporation plc (NYSE),sale_full,"$15,001 - $50,000",James M. Inhofe,Republican,OK,Industrial Machinery/Components,Technology
04/14/2015,05/28/2015,MCD,McDonald's Corp. (NYSE),sale_full,"$50,001 - $100,000",James M. Inhofe,Republican,OK,Restaurants,Consumer Services
05/27/2015,05/27/2015,N/A,This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.,,Unknown,"Joe Manchin, Iii",,,,
05/13/2015,05/27/2015,VRTX,Vertex Pharmaceuticals Incorporated (NASDAQ),sale_partial,"$1,001 - $15,000",Jack Reed,Democrat,RI,Major Pharmaceuticals,Health Care
05/11/2015,05/21/2015,UTX,United Technologies Corporation (NYSE),purchase,"$1,001 - $15,000",Gary C. Peters,Democrat,MI,,
05/11/2015,05/21/2015,SLY,"SPDR S&amp;P 600 Small Cap ETF (NYSEArca) <div class=""text-muted""><em>Description:</em>&nbsp;ETF</div>",purchase,"$1,001 - $15,000",Gary C. Peters,Democrat,MI,,
05/20/2015,05/20/2015,N/A,This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.,,Unknown,"Angus S. King, Jr.",,,,
05/07/2015,05/20/2015,IBKC,IberiaBank Corp. (NASDAQ),sale_partial,"$15,001 - $50,000",Patrick J. Toomey,Republican,PA,,
05/06/2015,05/20/2015,IBKC,IberiaBank Corp. (NASDAQ),sale_partial,"$15,001 - $50,000",Patrick J. Toomey,Republican,PA,,
04/27/2015,05/20/2015,PG,The Procter &amp; Gamble Company (NYSE),purchase,"$15,001 - $50,000",Patrick J. Toomey,Republican,PA,Package Goods/Cosmetics,Basic Industries
05/19/2015,05/19/2015,N/A,This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.,,Unknown,Richard Burr,,,,
05/15/2015,05/15/2015,N/A,This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.,,Unknown,Mark R. Warner,,,,
03/13/2015,05/13/2015,DD,E. I. du Pont de Nemours and Company (NYSE),purchase,"$1,001 - $15,000",Thomas R. Carper,Democrat,DE,,
12/15/2014,05/13/2015,DD,E. I. du Pont de Nemours and Company (NYSE),purchase,"$1,001 - $15,000",Thomas R. Carper,Democrat,DE,,
09/15/2014,05/13/2015,DD,E. I. du Pont de Nemours and Company (NYSE),purchase,"$1,001 - $15,000",Thomas R. Carper,Democrat,DE,,
06/13/2014,05/13/2015,DD,E. I. du Pont de Nemours and Company (NYSE),purchase,"$1,001 - $15,000",Thomas R. Carper,Democrat,DE,,
03/14/2014,05/13/2015,DD,E. I. du Pont de Nemours and Company (NYSE),purchase,"$1,001 - $15,000",Thomas R. Carper,Democrat,DE,,
12/16/2013,05/13/2015,DD,E. I. du Pont de Nemours and Company (NYSE),purchase,"$1,001 - $15,000",Thomas R. Carper,Democrat,DE,,
09/13/2013,05/13/2015,DD,E. I. du Pont de Nemours and Company (NYSE),purchase,"$1,001 - $15,000",Thomas R. Carper,Democrat,DE,,
06/13/2013,05/13/2015,DD,E. I. du Pont de Nemours and Company (NYSE),purchase,"$1,001 - $15,000",Thomas R. Carper,Democrat,DE,,
03/15/2013,05/13/2015,DD,E. I. du Pont de Nemours and Company (NYSE),purchase,"$1,001 - $15,000",Thomas R. Carper,Democrat,DE,,
12/17/2012,05/13/2015,DD,E. I. du Pont de Nemours and Company (NYSE),purchase,"$1,001 - $15,000",Thomas R. Carper,Democrat,DE,,
09/13/2012,05/13/2015,DD,E. I. du Pont de Nemours and Company (NYSE),purchase,"$1,001 - $15,000",Thomas R. Carper,Democrat,DE,,
05/04/2015,05/13/2015,TBF,ProShares Short 20+ Year Treasury (NYSEArca),purchase,"$1,001 - $15,000",Jack Reed,Democrat,RI,,
05/04/2015,05/13/2015,TBF,ProShares Short 20+ Year Treasury (NYSEArca),purchase,"$1,001 - $15,000",Jack Reed,Democrat,RI,,
05/13/2015,05/13/2015,N/A,This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.,,Unknown,Roger F. Wicker,,,,
05/12/2015,05/12/2015,N/A,This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.,,Unknown,Richard Burr,,,,
05/28/2015,05/07/2015,AAPL,Apple Inc. (NASDAQ),purchase,"$1,001 - $15,000",Pat Roberts,Republican,KS,Computer Manufacturing,Technology
04/24/2015,05/07/2015,CVX,Chevron Corporation (NYSE),purchase,"$1,001 - $15,000",Pat Roberts,Republican,KS,Integrated oil Companies,Energy
04/22/2015,05/07/2015,NFLX,"Netflix, Inc. (NASDAQ)",sale_full,"$15,001 - $50,000",Pat Roberts,Republican,KS,Consumer Electronics/Video Chains,Consumer Services
04/14/2015,05/07/2015,NFLX,"Netflix, Inc. (NASDAQ)",purchase,"$15,001 - $50,000",Pat Roberts,Republican,KS,Consumer Electronics/Video Chains,Consumer Services
04/24/2015,05/07/2015,BA,The Boeing Company (NYSE),purchase,"$1,001 - $15,000",Pat Roberts,Republican,KS,Aerospace,Capital Goods
04/24/2015,05/07/2015,COST,Costco Wholesale Corporation (NASDAQ),purchase,"$1,001 - $15,000",Pat Roberts,Republican,KS,Department/Specialty Retail Stores,Consumer Services
04/14/2015,05/06/2015,KRFT,"Kraft Foods Group, Inc. (NASDAQ)",sale_full,"$1,001 - $15,000",Gary C. Peters,Democrat,MI,,
04/14/2015,05/06/2015,DTE,DTE Energy Company (NYSE),purchase,"$1,001 - $15,000",Gary C. Peters,Democrat,MI,Electric Utilities: Central,Public Utilities
04/14/2015,05/06/2015,QCOM,QUALCOMM Incorporated (NASDAQ),purchase,"$1,001 - $15,000",Gary C. Peters,Democrat,MI,Radio And Television Broadcasting And Communications Equipment,Technology
04/14/2015,05/06/2015,EMR,Emerson Electric Co. (NYSE),purchase,"$1,001 - $15,000",Gary C. Peters,Democrat,MI,Consumer Electronics/Appliances,Energy
04/23/2015,05/06/2015,MSFT,Microsoft Corporation (NASDAQ),purchase,"$1,001 - $15,000",Jack Reed,Democrat,RI,Computer Software: Prepackaged Software,Technology
04/23/2015,05/06/2015,FEYE,"FireEye, Inc. (NASDAQ)",purchase,"$1,001 - $15,000",Jack Reed,Democrat,RI,Computer peripheral equipment,Technology
04/23/2015,05/06/2015,ESRX,Express Scripts Holding Company (NASDAQ),purchase,"$1,001 - $15,000",Jack Reed,Democrat,RI,,
04/23/2015,05/06/2015,SLB,Schlumberger Limited (NYSE),sale_partial,"$1,001 - $15,000",Jack Reed,Democrat,RI,Oilfield Services/Equipment,Energy
04/23/2015,05/06/2015,EMC,EMC Corporation (NYSE),sale_partial,"$1,001 - $15,000",Jack Reed,Democrat,RI,,
04/22/2015,05/01/2015,AAPL,Apple Inc. (NASDAQ),purchase,"$1,001 - $15,000",Thomas R. Carper,Democrat,DE,Computer Manufacturing,Technology
04/07/2015,04/23/2015,GILD,Gilead Sciences Inc. (NASDAQ),purchase,"$1,001 - $15,000",Sheldon Whitehouse,Democrat,RI,Biotechnology: Biological Products (No Diagnostic Substances),Health Care
04/07/2015,04/23/2015,BIIB,Biogen Inc. (NASDAQ),purchase,"$1,001 - $15,000",Sheldon Whitehouse,Democrat,RI,Biotechnology: Biological Products (No Diagnostic Substances),Health Care
04/07/2015,04/23/2015,NFLX,"Netflix, Inc. (NASDAQ)",purchase,"$1,001 - $15,000",Sheldon Whitehouse,Democrat,RI,Consumer Electronics/Video Chains,Consumer Services
04/06/2015,04/23/2015,SSYS,Stratasys Ltd. (NASDAQ),sale_full,"$1,001 - $15,000",Sheldon Whitehouse,Democrat,RI,Computer peripheral equipment,Technology
04/07/2015,04/23/2015,GILD,Gilead Sciences Inc. (NASDAQ),purchase,"$1,001 - $15,000",Sheldon Whitehouse,Democrat,RI,Biotechnology: Biological Products (No Diagnostic Substances),Health Care
04/06/2015,04/23/2015,ACN,Accenture plc (NYSE),sale_full,"$15,001 - $50,000",Sheldon Whitehouse,Democrat,RI,Business Services,Miscellaneous
04/07/2015,04/23/2015,BABA,Alibaba Group Holding Limited (NYSE),sale_full,"$15,001 - $50,000",Sheldon Whitehouse,Democrat,RI,Business Services,Miscellaneous
04/07/2015,04/23/2015,HD,"The Home Depot, Inc. (NYSE)",sale_partial,"$15,001 - $50,000",Sheldon Whitehouse,Democrat,RI,RETAIL: Building Materials,Consumer Services
04/13/2015,04/23/2015,UA,"Under Armour, Inc. (NYSE)",purchase,"$1,001 - $15,000",Sheldon Whitehouse,Democrat,RI,Apparel,Consumer Non-Durables
03/25/2015,04/22/2015,AAPL,Apple Inc. (NASDAQ),purchase,"$1,001 - $15,000",Pat Roberts,Republican,KS,Computer Manufacturing,Technology
04/16/2015,04/16/2015,N/A,This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.,,Unknown,Mark R. Warner,,,,
03/26/2015,04/14/2015,PFS,"Provident Financial Services, Inc. (NYSE)",sale_partial,"$15,001 - $50,000",Patrick J. Toomey,Republican,PA,Savings Institutions,Finance
03/25/2015,04/14/2015,PFS,"Provident Financial Services, Inc. (NYSE)",sale_partial,"$15,001 - $50,000",Patrick J. Toomey,Republican,PA,Savings Institutions,Finance
03/19/2015,04/14/2015,CVX,Chevron Corporation (NYSE),sale_partial,"$15,001 - $50,000",Patrick J. Toomey,Republican,PA,Integrated oil Companies,Energy
04/10/2015,04/10/2015,N/A,This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.,,Unknown,Richard Burr,,,,
04/09/2015,04/09/2015,N/A,This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.,,Unknown,"Angus S. King, Jr.",,,,
03/18/2015,04/06/2015,PRPFX,Permanent Portfolio (NASDAQ),sale_partial,"$15,001 - $50,000",John Hoeven,Republican,ND,,
03/20/2015,04/06/2015,MDU,MDU Resources Group Inc. (NYSE),purchase,"$100,001 - $250,000",John Hoeven,Republican,ND,Consumer Electronics/Appliances,Industrials
04/01/2015,04/01/2015,N/A,This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.,,Unknown,Thomas R. Carper,,,,
03/16/2015,03/24/2015,DVN,Devon Energy Corporation (NYSE),purchase,"$1,001 - $15,000",Pat Roberts,Republican,KS,Oil & Gas Production,Energy
03/16/2015,03/24/2015,CVX,Chevron Corporation (NYSE),purchase,"$1,001 - $15,000",Pat Roberts,Republican,KS,Integrated oil Companies,Energy
03/04/2015,03/24/2015,NFLX,"Netflix, Inc. (NASDAQ)",sale_full,"$50,001 - $100,000",Pat Roberts,Republican,KS,Consumer Electronics/Video Chains,Consumer Services
03/04/2015,03/24/2015,BABA,Alibaba Group Holding Limited (NYSE),purchase,"$1,001 - $15,000",Pat Roberts,Republican,KS,Business Services,Miscellaneous
03/02/2015,03/24/2015,BIDU,"Baidu, Inc. (NASDAQ)",purchase,"$1,001 - $15,000",Pat Roberts,Republican,KS,"Computer Software: Programming, Data Processing",Technology
03/17/2015,03/24/2015,AAPL,Apple Inc. (NASDAQ),purchase,"$1,001 - $15,000",Pat Roberts,Republican,KS,Computer Manufacturing,Technology
03/17/2015,03/24/2015,BA,The Boeing Company (NYSE),purchase,"$1,001 - $15,000",Pat Roberts,Republican,KS,Aerospace,Capital Goods
03/17/2015,03/24/2015,BA,The Boeing Company (NYSE),purchase,"$1,001 - $15,000",Pat Roberts,Republican,KS,Aerospace,Capital Goods
03/13/2015,03/24/2015,ETY,Eaton Vance Tax-Managed Diversi (NYSE),purchase,"$1,001 - $15,000",Pat Roberts,Republican,KS,Finance Companies,Finance
03/13/2015,03/24/2015,ETY,Eaton Vance Tax-Managed Diversi (NYSE),purchase,"$15,001 - $50,000",Pat Roberts,Republican,KS,Finance Companies,Finance
03/13/2015,03/24/2015,ETY,Eaton Vance Tax-Managed Diversi (NYSE),purchase,"$50,001 - $100,000",Pat Roberts,Republican,KS,Finance Companies,Finance
03/11/2015,03/24/2015,BABA,Alibaba Group Holding Limited (NYSE),sale_full,"$1,001 - $15,000",Pat Roberts,Republican,KS,Business Services,Miscellaneous
03/11/2015,03/24/2015,AAPL,Apple Inc. (NASDAQ),sale_full,"$1,001 - $15,000",Pat Roberts,Republican,KS,Computer Manufacturing,Technology
03/11/2015,03/24/2015,BA,The Boeing Company (NYSE),sale_full,"$15,001 - $50,000",Pat Roberts,Republican,KS,Aerospace,Capital Goods
03/09/2015,03/24/2015,AMZN,Amazon.com Inc. (NASDAQ),sale_full,"$15,001 - $50,000",Pat Roberts,Republican,KS,Catalog/Specialty Distribution,Consumer Services
03/06/2015,03/24/2015,SBUX,Starbucks Corporation (NASDAQ),purchase,"$1,001 - $15,000",Pat Roberts,Republican,KS,Restaurants,Consumer Services
03/06/2015,03/24/2015,COST,Costco Wholesale Corporation (NASDAQ),purchase,"$1,001 - $15,000",Pat Roberts,Republican,KS,Department/Specialty Retail Stores,Consumer Services
03/06/2015,03/24/2015,ETY,Eaton Vance Tax-Managed Diversi (NYSE),purchase,"$1,001 - $15,000",Pat Roberts,Republican,KS,Finance Companies,Finance
12/31/2014,03/23/2015,CVX,Chevron Corporation (NYSE),purchase,"$15,001 - $50,000",Patrick J. Toomey,Republican,PA,Integrated oil Companies,Energy
04/29/2014,03/23/2015,LINE,"Linn Energy, LLC (NASDAQ)",sale_full,"$1,001 - $15,000",Patrick J. Toomey,Republican,PA,,
02/11/2015,03/23/2015,PFS,"Provident Financial Services, Inc. (NYSE)",sale_full,"$15,001 - $50,000",Patrick J. Toomey,Republican,PA,Savings Institutions,Finance
02/13/2015,03/23/2015,T,"AT&amp;T, Inc. (NYSE)",sale_full,"$15,001 - $50,000",Patrick J. Toomey,Republican,PA,Telecommunications Equipment,Public Utilities
02/24/2015,03/23/2015,ESV,Ensco plc (NYSE),sale_full,"$1,001 - $15,000",Patrick J. Toomey,Republican,PA,,
02/27/2015,03/23/2015,EEM,iShares MSCI Emerging Markets (NYSEArca),purchase,"$1,001 - $15,000",Patrick J. Toomey,Republican,PA,,
02/27/2015,03/23/2015,XLU,Utilities Select Sector SPDR ETF (NYSEArca),sale_full,"$1,001 - $15,000",Patrick J. Toomey,Republican,PA,,
01/30/2015,03/23/2015,XLV,Health Care Select Sector SPDR ETF (NYSEArca),purchase,"$1,001 - $15,000",Patrick J. Toomey,Republican,PA,,
01/30/2015,03/23/2015,XLU,Utilities Select Sector SPDR ETF (NYSEArca),purchase,"$1,001 - $15,000",Patrick J. Toomey,Republican,PA,,
01/30/2015,03/23/2015,QQQ,"PowerShares QQQ Trust, Ser 1 (NASDAQ)",sale_full,"$1,001 - $15,000",Patrick J. Toomey,Republican,PA,,
01/30/2015,03/23/2015,SPY,SPDR S&amp;P 500 ETF (NYSEArca),sale_full,"$15,001 - $50,000",Patrick J. Toomey,Republican,PA,,
01/05/2015,03/23/2015,SHY,iShares 1-3 Year Treasury Bond (NYSEArca),purchase,"$15,001 - $50,000",Patrick J. Toomey,Republican,PA,,
01/05/2015,03/23/2015,PCY,PowerShares Emerging Markets Sov Dbt ETF (NYSEArca),sale_full,"$15,001 - $50,000",Patrick J. Toomey,Republican,PA,,
03/19/2015,03/19/2015,N/A,This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.,,Unknown,Mark R. Warner,,,,
02/24/2015,03/17/2015,LLTC,Linear Technology Corporation (NASDAQ),purchase,"$1,001 - $15,000",Sheldon Whitehouse,Democrat,RI,,
02/24/2015,03/17/2015,KORS,Michael Kors Holdings Limited (NYSE),purchase,"$1,001 - $15,000",Sheldon Whitehouse,Democrat,RI,,
02/23/2015,03/17/2015,BMY,Bristol-Myers Squibb Company (NYSE),purchase,"$1,001 - $15,000",Sheldon Whitehouse,Democrat,RI,Major Pharmaceuticals,Health Care
02/23/2015,03/17/2015,HYH,"Halyard Health, Inc. (NYSE)",sale_full,"$1,001 - $15,000",Sheldon Whitehouse,Democrat,RI,,
02/23/2015,03/17/2015,KORS,Michael Kors Holdings Limited (NYSE),purchase,"$1,001 - $15,000",Sheldon Whitehouse,Democrat,RI,,
03/10/2015,03/17/2015,PEP,"Pepsico, Inc. (NYSE)",purchase,"$1,001 - $15,000",Sheldon Whitehouse,Democrat,RI,Beverages (Production/Distribution),Consumer Non-Durables
02/12/2015,03/17/2015,CMRE,Costamare Inc. (NYSE),sale_full,"$15,001 - $50,000",Sheldon Whitehouse,Democrat,RI,Marine Transportation,Consumer Discretionary
03/10/2015,03/17/2015,ABBV,AbbVie Inc. (NYSE),sale_full,"$1,001 - $15,000",Sheldon Whitehouse,Democrat,RI,Major Pharmaceuticals,Health Care
03/10/2015,03/17/2015,AMGN,Amgen Inc. (NASDAQ),purchase,"$1,001 - $15,000",Sheldon Whitehouse,Democrat,RI,Biotechnology: Biological Products (No Diagnostic Substances),Health Care
03/10/2015,03/17/2015,STT,State Street Corporation (NYSE),sale_partial,"$1,001 - $15,000",Sheldon Whitehouse,Democrat,RI,Major Banks,Finance
03/10/2015,03/17/2015,KORS,Michael Kors Holdings Limited (NYSE),sale_full,"$1,001 - $15,000",Sheldon Whitehouse,Democrat,RI,,
02/24/2015,03/17/2015,A,Agilent Technologies Inc. (NYSE),sale_full,"$1,001 - $15,000",Sheldon Whitehouse,Democrat,RI,Biotechnology: Laboratory Analytical Instruments,Capital Goods
02/23/2015,03/17/2015,DISH,Dish Network Corp. (NASDAQ),sale_full,"$15,001 - $50,000",Sheldon Whitehouse,Democrat,RI,Telecommunications Equipment,Consumer Discretionary
03/14/2015,03/14/2015,N/A,This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.,,Unknown,Benjamin L Cardin,,,,
03/12/2015,03/12/2015,N/A,This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.,,Unknown,"Angus S. King, Jr.",,,,
03/03/2015,03/09/2015,CAT,Caterpillar Inc. (NYSE),purchase,"$100,001 - $250,000",John Hoeven,Republican,ND,Construction/Ag Equipment/Trucks,Capital Goods
02/25/2015,03/09/2015,ABBV,AbbVie Inc. (NYSE),purchase,"$100,001 - $250,000",John Hoeven,Republican,ND,Major Pharmaceuticals,Health Care
02/05/2015,03/05/2015,DVN,Devon Energy Corporation (NYSE),purchase,"$1,001 - $15,000",Pat Roberts,Republican,KS,Oil & Gas Production,Energy
02/10/2015,03/05/2015,MIK,"The Michaels Companies, Inc. (NASDAQ)",sale_full,"$1,001 - $15,000",Pat Roberts,Republican,KS,,
02/05/2015,03/05/2015,GM,General Motors Company (NYSE),purchase,"$1,001 - $15,000",Pat Roberts,Republican,KS,Auto Manufacturing,Capital Goods
02/05/2015,03/05/2015,CELG,Celgene Corporation (NASDAQ),purchase,"$1,001 - $15,000",Pat Roberts,Republican,KS,,
03/03/2015,03/04/2015,MYL,"Mylan, Inc. (NASDAQ)",sale_full,"$1,001 - $15,000",Jack Reed,Democrat,RI,,
03/03/2015,03/04/2015,ACT,Actavis plc (NYSE),sale_full,"$1,001 - $15,000",Jack Reed,Democrat,RI,,
03/03/2015,03/04/2015,AMAT,"Applied Materials, Inc. (NASDAQ)",sale_full,"$1,001 - $15,000",Jack Reed,Democrat,RI,Semiconductors,Technology
03/03/2015,03/04/2015,ACT,Actavis plc (NYSE),sale_full,"$1,001 - $15,000",Jack Reed,Democrat,RI,,
02/12/2015,03/03/2015,VLO,Valero Energy Corporation (NYSE),sale_full,"$1,001 - $15,000",Thomas R. Carper,Democrat,DE,Integrated oil Companies,Energy
02/12/2015,03/03/2015,ABBV,AbbVie Inc. (NYSE),purchase,"$1,001 - $15,000",Thomas R. Carper,Democrat,DE,Major Pharmaceuticals,Health Care
02/12/2015,03/03/2015,ABT,Abbott Laboratories (NYSE),purchase,"$1,001 - $15,000",Thomas R. Carper,Democrat,DE,Major Pharmaceuticals,Health Care
02/12/2015,03/03/2015,AAPL,Apple Inc. (NASDAQ),purchase,"$1,001 - $15,000",Thomas R. Carper,Democrat,DE,Computer Manufacturing,Technology
02/12/2015,03/03/2015,ITW,Illinois Tool Works Inc. (NYSE),sale_full,"$1,001 - $15,000",Thomas R. Carper,Democrat,DE,Industrial Machinery/Components,Technology
02/20/2015,03/03/2015,UA,"Under Armour, Inc. (NYSE)",purchase,"$1,001 - $15,000",Thomas R. Carper,Democrat,DE,Apparel,Consumer Non-Durables
02/20/2015,03/03/2015,HBI,Hanesbrands Inc. (NYSE),purchase,"$1,001 - $15,000",Thomas R. Carper,Democrat,DE,Clothing/Shoe/Accessory Stores,Consumer Services
02/20/2015,03/03/2015,PNQI,PowerShares NASDAQ Internet ETF (NASDAQ),purchase,"$1,001 - $15,000",Thomas R. Carper,Democrat,DE,,
02/20/2015,03/03/2015,KMB,Kimberly-Clark Corporation (NYSE),sale_full,"$1,001 - $15,000",Susan M. Collins,Republican,ME,Containers/Packaging,Consumer Durables
02/20/2015,03/03/2015,KMB,Kimberly-Clark Corporation (NYSE),sale_full,"$1,001 - $15,000",Susan M. Collins,Republican,ME,Containers/Packaging,Consumer Durables
02/20/2015,03/03/2015,HAL,Halliburton Company (NYSE),sale_full,"$1,001 - $15,000",Susan M. Collins,Republican,ME,Oilfield Services/Equipment,Energy
02/20/2015,03/03/2015,HAL,Halliburton Company (NYSE),sale_full,"$1,001 - $15,000",Susan M. Collins,Republican,ME,Oilfield Services/Equipment,Energy
02/20/2015,03/03/2015,HAL,Halliburton Company (NYSE),sale_full,"$1,001 - $15,000",Susan M. Collins,Republican,ME,Oilfield Services/Equipment,Energy
02/20/2015,03/03/2015,HAL,Halliburton Company (NYSE),sale_full,"$1,001 - $15,000",Susan M. Collins,Republican,ME,Oilfield Services/Equipment,Energy
02/20/2015,03/03/2015,AXP,American Express Company (NYSE),sale_full,"$1,001 - $15,000",Susan M. Collins,Republican,ME,Finance: Consumer Services,Finance
02/20/2015,03/03/2015,AXP,American Express Company (NYSE),sale_full,"$1,001 - $15,000",Susan M. Collins,Republican,ME,Finance: Consumer Services,Finance
02/20/2015,03/03/2015,AXP,American Express Company (NYSE),sale_full,"$1,001 - $15,000",Susan M. Collins,Republican,ME,Finance: Consumer Services,Finance
02/20/2015,03/03/2015,AXP,American Express Company (NYSE),sale_full,"$1,001 - $15,000",Susan M. Collins,Republican,ME,Finance: Consumer Services,Finance
02/20/2015,03/03/2015,AXP,American Express Company (NYSE),sale_full,"$1,001 - $15,000",Susan M. Collins,Republican,ME,Finance: Consumer Services,Finance
03/20/2015,03/03/2015,HSY,The Hershey Company (NYSE),purchase,"$15,001 - $50,000",Susan M. Collins,Republican,ME,Specialty Foods,Consumer Staples
02/20/2015,03/03/2015,AYI,"Acuity Brands, Inc. (NYSE)",purchase,"$15,001 - $50,000",Susan M. Collins,Republican,ME,Building Products,Consumer Durables
02/20/2015,03/03/2015,MMM,3M Company (NYSE),purchase,"$25,000,001 - $50,000,000",Susan M. Collins,Republican,ME,Medical/Dental Instruments,Health Care
02/20/2015,03/02/2015,MYL,"Mylan, Inc. (NASDAQ)",purchase,"$1,001 - $15,000",Jack Reed,Democrat,RI,,
02/20/2015,03/02/2015,CELG,Celgene Corporation (NASDAQ),purchase,"$1,001 - $15,000",Jack Reed,Democrat,RI,,
02/20/2015,03/02/2015,AMGN,Amgen Inc. (NASDAQ),purchase,"$1,001 - $15,000",Jack Reed,Democrat,RI,Biotechnology: Biological Products (No Diagnostic Substances),Health Care
02/20/2015,03/02/2015,IYT,iShares Transportation Average (NYSEArca),sale_full,"$1,001 - $15,000",Jack Reed,Democrat,RI,,
02/13/2015,02/26/2015,JCOM,"j2 Global, Inc. (NASDAQ)",sale_full,"$1,001 - $15,000",Thom Tillis,Republican,NC,,
02/13/2015,02/26/2015,WST,"West Pharmaceutical Services, Inc. (NYSE)",sale_full,"$1,001 - $15,000",Thom Tillis,Republican,NC,Specialty Chemicals,Basic Industries
02/13/2015,02/26/2015,WAL,Western Alliance Bancorporation (NYSE),sale_full,"$1,001 - $15,000",Thom Tillis,Republican,NC,Major Banks,Finance
02/13/2015,02/26/2015,WAGE,"WageWorks, Inc. (NYSE)",sale_full,"$1,001 - $15,000",Thom Tillis,Republican,NC,,
02/13/2015,02/26/2015,VSI,"Vitamin Shoppe, Inc. (NYSE)",sale_full,"$1,001 - $15,000",Thom Tillis,Republican,NC,,
02/13/2015,02/26/2015,TYPE,Monotype Imaging Holdings Inc. (NASDAQ),sale_full,"$1,001 - $15,000",Thom Tillis,Republican,NC,,
02/13/2015,02/26/2015,TXRH,"Texas Roadhouse, Inc. (NASDAQ)",sale_full,"$1,001 - $15,000",Thom Tillis,Republican,NC,Restaurants,Consumer Services
02/13/2015,02/26/2015,TUMI,"Tumi Holdings, Inc. (NYSE)",sale_full,"$1,001 - $15,000",Thom Tillis,Republican,NC,,
02/13/2015,02/26/2015,TTC,The Toro Company (NYSE),sale_full,"$1,001 - $15,000",Thom Tillis,Republican,NC,Tools/Hardware,Consumer Discretionary
02/13/2015,02/26/2015,TNGO,"Tangoe, Inc. (NASDAQ)",sale_full,"$1,001 - $15,000",Thom Tillis,Republican,NC,,
02/13/2015,02/26/2015,THS,"Treehouse Foods, Inc. (NYSE)",sale_full,"$1,001 - $15,000",Thom Tillis,Republican,NC,Packaged Foods,Consumer Staples
02/13/2015,02/26/2015,THRM,Gentherm Incorporated (NASDAQ),sale_full,"$1,001 - $15,000",Thom Tillis,Republican,NC,Auto Parts:O.E.M.,Consumer Discretionary
02/13/2015,02/26/2015,TECH,Bio-Techne Corp. (NASDAQ),sale_full,"$1,001 - $15,000",Thom Tillis,Republican,NC,Biotechnology: Biological Products (No Diagnostic Substances),Health Care
02/13/2015,02/26/2015,TCBI,Texas Capital BancShares Inc. (NASDAQ),sale_full,"$1,001 - $15,000",Thom Tillis,Republican,NC,Major Banks,Finance
02/13/2015,02/26/2015,SXT,Sensient Technologies Corporation (NYSE),sale_full,"$1,001 - $15,000",Thom Tillis,Republican,NC,Major Chemicals,Industrials
02/13/2015,02/26/2015,SWI,"SolarWinds, Inc. (NYSE)",sale_full,"$1,001 - $15,000",Thom Tillis,Republican,NC,Computer Software: Prepackaged Software,Technology
02/13/2015,02/26/2015,SSB,South State Corporation (NASDAQ),sale_full,"$1,001 - $15,000",Thom Tillis,Republican,NC,Major Banks,Finance
02/13/2015,02/26/2015,SQI,"SciQuest, Inc. (NASDAQ)",sale_full,"$1,001 - $15,000",Thom Tillis,Republican,NC,,
